,critics,date,rating,rating1,rating_count,subtext,tconst,time,title,user
0,198 critic,"14 October 1994 (USA)

","[<meta content=""R"" itemprop=""contentRating""/>]","
9.3/10 ","1,682,264","
R
| 
                        2h 22min
                    
|
Crime, 
Drama
|
14 October 1994 (USA)

 ",tt0111161,"
                        2h 22min
                    ",The Shawshank Redemption (1994) ,"4,125 user"
1,207 critic,"24 March 1972 (USA)

","[<meta content=""R"" itemprop=""contentRating""/>]","
9.2/10 ","1,150,876","
R
| 
                        2h 55min
                    
|
Crime, 
Drama
|
24 March 1972 (USA)

 ",tt0068646,"
                        2h 55min
                    ",The Godfather (1972) ,"2,229 user"
2,149 critic,"20 December 1974 (USA)

","[<meta content=""R"" itemprop=""contentRating""/>]","
9.0/10 ","787,200","
R
| 
                        3h 22min
                    
|
Crime, 
Drama
|
20 December 1974 (USA)

 ",tt0071562,"
                        3h 22min
                    ",The Godfather: Part II (1974) ,652 user
3,644 critic,"18 July 2008 (USA)

","[<meta content=""PG-13"" itemprop=""contentRating""/>]","
9.0/10 ","1,667,147","
PG-13
| 
                        2h 32min
                    
|
Action, 
Crime, 
Drama
|
18 July 2008 (USA)

 ",tt0468569,"
                        2h 32min
                    ",The Dark Knight (2008) ,"4,653 user"
4,174 critic,"4 February 1994 (USA)

","[<meta content=""R"" itemprop=""contentRating""/>]","
8.9/10 ","860,977","
R
| 
                        3h 15min
                    
|
Biography, 
Drama, 
History
|
4 February 1994 (USA)

 ",tt0108052,"
                        3h 15min
                    ",Schindler's List (1993) ,"1,269 user"
5,177 critic,"April 1957 (USA)

","[<meta content=""NOT RATED"" itemprop=""contentRating""/>]","
8.9/10 ","445,230","
Not Rated
| 
                        1h 36min
                    
|
Crime, 
Drama
|
April 1957 (USA)

 ",tt0050083,"
                        1h 36min
                    ",12 Angry Men (1957) ,883 user
6,220 critic,"14 October 1994 (USA)

","[<meta content=""R"" itemprop=""contentRating""/>]","
8.9/10 ","1,318,494","
R
| 
                        2h 34min
                    
|
Crime, 
Drama
|
14 October 1994 (USA)

 ",tt0110912,"
                        2h 34min
                    ",Pulp Fiction (1994) ,"2,190 user"
7,328 critic,"17 December 2003 (USA)

","[<meta content=""PG-13"" itemprop=""contentRating""/>]","
8.9/10 ","1,210,382","
PG-13
| 
                        3h 21min
                    
|
Action, 
Adventure, 
Drama
|
17 December 2003 (USA)

 ",tt0167260,"
                        3h 21min
                    ",The Lord of the Rings: The Return of the King (2003) ,"3,186 user"
8,180 critic,"29 December 1967 (USA)

","[<meta content=""NOT RATED"" itemprop=""contentRating""/>]","
8.9/10 ","501,278","
Not Rated
| 
                        2h 41min
                    
|
Western
|
29 December 1967 (USA)

 ",tt0060196,"
                        2h 41min
                    ","The Good, the Bad and the Ugly (1966) ",777 user
9,315 critic,"15 October 1999 (USA)

","[<meta content=""R"" itemprop=""contentRating""/>]","
8.8/10 ","1,340,870","
R
| 
                        2h 19min
                    
|
Drama
|
15 October 1999 (USA)

 ",tt0137523,"
                        2h 19min
                    ",Fight Club (1999) ,"2,964 user"
10,297 critic,"19 December 2001 (USA)

","[<meta content=""PG-13"" itemprop=""contentRating""/>]","
8.8/10 ","1,233,511","
PG-13
| 
                        2h 58min
                    
|
Action, 
Adventure, 
Drama
|
19 December 2001 (USA)

 ",tt0120737,"
                        2h 58min
                    ",The Lord of the Rings: The Fellowship of the Ring (2001) ,"5,060 user"
11,223 critic,"20 June 1980 (USA)

","[<meta content=""PG"" itemprop=""contentRating""/>]","
8.8/10 ","833,587","
PG
| 
                        2h 4min
                    
|
Action, 
Adventure, 
Fantasy
|
20 June 1980 (USA)

 ",tt0080684,"
                        2h 4min
                    ",Star Wars: Episode V - The Empire Strikes Back (1980) ,897 user
12,147 critic,"6 July 1994 (USA)

","[<meta content=""PG-13"" itemprop=""contentRating""/>]","
8.8/10 ","1,244,490","
PG-13
| 
                        2h 22min
                    
|
Drama, 
Romance
|
6 July 1994 (USA)

 ",tt0109830,"
                        2h 22min
                    ",Forrest Gump (1994) ,"1,389 user"
13,636 critic,"16 July 2010 (USA)

","[<meta content=""PG-13"" itemprop=""contentRating""/>]","
8.8/10 ","1,460,705","
PG-13
| 
                        2h 28min
                    
|
Action, 
Adventure, 
Sci-Fi
|
16 July 2010 (USA)

 ",tt1375666,"
                        2h 28min
                    ",Inception (2010) ,"2,799 user"
14,294 critic,"18 December 2002 (USA)

","[<meta content=""PG-13"" itemprop=""contentRating""/>]","
8.7/10 ","1,095,512","
PG-13
| 
                        2h 59min
                    
|
Action, 
Adventure, 
Drama
|
18 December 2002 (USA)

 ",tt0167261,"
                        2h 59min
                    ",The Lord of the Rings: The Two Towers (2002) ,"2,417 user"
15,149 critic,"21 November 1975 (USA)

","[<meta content=""R"" itemprop=""contentRating""/>]","
8.7/10 ","677,149","
R
| 
                        2h 13min
                    
|
Drama
|
21 November 1975 (USA)

 ",tt0073486,"
                        2h 13min
                    ",One Flew Over the Cuckoo's Nest (1975) ,759 user
16,192 critic,"21 September 1990 (USA)

","[<meta content=""R"" itemprop=""contentRating""/>]","
8.7/10 ","725,295","
R
| 
                        2h 26min
                    
|
Biography, 
Crime, 
Drama
|
21 September 1990 (USA)

 ",tt0099685,"
                        2h 26min
                    ",Goodfellas (1990) ,987 user
17,310 critic,"31 March 1999 (USA)

","[<meta content=""R"" itemprop=""contentRating""/>]","
8.7/10 ","1,212,274","
R
| 
                        2h 16min
                    
|
Action, 
Sci-Fi
|
31 March 1999 (USA)

 ",tt0133093,"
                        2h 16min
                    ",The Matrix (1999) ,"3,643 user"
18,153 critic,"19 November 1956 (USA)

","[<meta content=""UNRATED"" itemprop=""contentRating""/>]","
8.7/10 ","228,125","
Unrated
| 
                        3h 27min
                    
|
Action, 
Adventure, 
Drama
|
19 November 1956 (USA)

 ",tt0047478,"
                        3h 27min
                    ",Seven Samurai (1954) ,596 user
19,282 critic,"25 May 1977 (USA)

","[<meta content=""PG"" itemprop=""contentRating""/>]","
8.7/10 ","906,873","
PG
| 
                        2h 1min
                    
|
Action, 
Adventure, 
Fantasy
|
25 May 1977 (USA)

 ",tt0076759,"
                        2h 1min
                    ",Star Wars: Episode IV - A New Hope (1977) ,"1,468 user"
20,214 critic,"13 February 2004 (USA)

","[<meta content=""R"" itemprop=""contentRating""/>]","
8.7/10 ","531,020","
R
| 
                        2h 10min
                    
|
Crime, 
Drama
|
13 February 2004 (USA)

 ",tt0317248,"
                        2h 10min
                    ",City of God (2002) ,746 user
21,215 critic,"22 September 1995 (USA)

","[<meta content=""R"" itemprop=""contentRating""/>]","
8.6/10 ","1,018,541","
R
| 
                        2h 7min
                    
|
Crime, 
Drama, 
Mystery
|
22 September 1995 (USA)

 ",tt0114369,"
                        2h 7min
                    ",Se7en (1995) ,"1,083 user"
22,185 critic,"14 February 1991 (USA)

","[<meta content=""R"" itemprop=""contentRating""/>]","
8.6/10 ","883,058","
R
| 
                        1h 58min
                    
|
Crime, 
Drama, 
Horror
|
14 February 1991 (USA)

 ",tt0102926,"
                        1h 58min
                    ",The Silence of the Lambs (1991) ,915 user
23,206 critic,"7 January 1947 (USA)

","[<meta content=""PG"" itemprop=""contentRating""/>]","
8.6/10 ","274,526","
PG
| 
                        2h 10min
                    
|
Drama, 
Family, 
Fantasy
|
7 January 1947 (USA)

 ",tt0038650,"
                        2h 10min
                    ",It's a Wonderful Life (1946) ,706 user
24,162 critic,"15 September 1995 (USA)

","[<meta content=""R"" itemprop=""contentRating""/>]","
8.6/10 ","737,582","
R
| 
                        1h 46min
                    
|
Crime, 
Drama, 
Mystery
|
15 September 1995 (USA)

 ",tt0114814,"
                        1h 46min
                    ",The Usual Suspects (1995) ,"1,180 user"
25,154 critic,"12 February 1999 (USA)

","[<meta content=""PG-13"" itemprop=""contentRating""/>]","
8.6/10 ","417,807","
PG-13
| 
                        1h 56min
                    
|
Comedy, 
Drama, 
Romance
|
12 February 1999 (USA)

 ",tt0118799,"
                        1h 56min
                    ",Life Is Beautiful (1997) ,"1,050 user"
26,155 critic,"18 November 1994 (USA)

","[<meta content=""R"" itemprop=""contentRating""/>]","
8.6/10 ","722,171","
R
| 
                        1h 50min
                    
|
Crime, 
Drama, 
Thriller
|
18 November 1994 (USA)

 ",tt0110413,"
                        1h 50min
                    ",Léon: The Professional (1994) ,839 user
27,164 critic,"4 July 1969 (USA)

","[<meta content=""PG-13"" itemprop=""contentRating""/>]","
8.6/10 ","215,053","
PG-13
| 
                        2h 55min
                    
|
Western
|
4 July 1969 (USA)

 ",tt0064116,"
                        2h 55min
                    ",Once Upon a Time in the West (1968) ,564 user
28,245 critic,"28 March 2003 (USA)

","[<meta content=""PG"" itemprop=""contentRating""/>]","
8.6/10 ","415,552","
PG
| 
                        2h 5min
                    
|
Animation, 
Adventure, 
Family
|
28 March 2003 (USA)

 ",tt0245429,"
                        2h 5min
                    ",Spirited Away (2001) ,901 user
29,219 critic,"24 July 1998 (USA)

","[<meta content=""R"" itemprop=""contentRating""/>]","
8.6/10 ","876,851","
R
| 
                        2h 49min
                    
|
Action, 
Drama, 
War
|
24 July 1998 (USA)

 ",tt0120815,"
                        2h 49min
                    ",Saving Private Ryan (1998) ,"2,276 user"
30,162 critic,"20 November 1998 (USA)

","[<meta content=""R"" itemprop=""contentRating""/>]","
8.6/10 ","779,240","
R
| 
                        1h 59min
                    
|
Crime, 
Drama
|
20 November 1998 (USA)

 ",tt0120586,"
                        1h 59min
                    ",American History X (1998) ,"1,418 user"
31,711 critic,"7 November 2014 (USA)

","[<meta content=""PG-13"" itemprop=""contentRating""/>]","
8.6/10 ","920,711","
PG-13
| 
                        2h 49min
                    
|
Adventure, 
Drama, 
Sci-Fi
|
7 November 2014 (USA)

 ",tt0816692,"
                        2h 49min
                    ",Interstellar (2014) ,"2,720 user"
32,242 critic,"23 January 1943 (USA)

","[<meta content=""PG"" itemprop=""contentRating""/>]","
8.6/10 ","386,066","
PG
| 
                        1h 42min
                    
|
Drama, 
Romance, 
War
|
23 January 1943 (USA)

 ",tt0034583,"
                        1h 42min
                    ",Casablanca (1942) ,"1,121 user"
33,290 critic,"8 September 1960 (USA)

","[<meta content=""R"" itemprop=""contentRating""/>]","
8.5/10 ","420,387","
R
| 
                        1h 49min
                    
|
Horror, 
Mystery, 
Thriller
|
8 September 1960 (USA)

 ",tt0054215,"
                        1h 49min
                    ",Psycho (1960) ,"1,038 user"
34,138 critic,"7 March 1931 (USA)

","[<meta content=""PASSED"" itemprop=""contentRating""/>]","
8.6/10 ","107,644","
Passed
| 
                        1h 27min
                    
|
Comedy, 
Drama, 
Romance
|
7 March 1931 (USA)

 ",tt0021749,"
                        1h 27min
                    ",City Lights (1931) ,218 user
35,234 critic,"12 June 1981 (USA)

","[<meta content=""PG"" itemprop=""contentRating""/>]","
8.5/10 ","658,317","
PG
| 
                        1h 55min
                    
|
Action, 
Adventure
|
12 June 1981 (USA)

 ",tt0082971,"
                        1h 55min
                    ",Raiders of the Lost Ark (1981) ,769 user
36,309 critic,"2 November 2011 (France)

","[<meta content=""R"" itemprop=""contentRating""/>]","
8.6/10 ","500,129","
R
| 
                        1h 52min
                    
|
Biography, 
Comedy, 
Drama
|
2 November 2011 (France)

 ",tt1675434,"
                        1h 52min
                    ",The Intouchables (2011) ,367 user
37,120 critic,"25 February 1936 (USA)

","[<meta content=""G"" itemprop=""contentRating""/>]","
8.6/10 ","142,277","
G
| 
                        1h 27min
                    
|
Comedy, 
Drama
|
25 February 1936 (USA)

 ",tt0027977,"
                        1h 27min
                    ",Modern Times (1936) ,212 user
38,185 critic,"10 December 1999 (USA)

","[<meta content=""R"" itemprop=""contentRating""/>]","
8.5/10 ","778,432","
R
| 
                        3h 9min
                    
|
Crime, 
Drama, 
Fantasy
|
10 December 1999 (USA)

 ",tt0120689,"
                        3h 9min
                    ",The Green Mile (1999) ,"1,377 user"
39,179 critic,"1 August 1954 (UK)

","[<meta content=""APPROVED"" itemprop=""contentRating""/>]","
8.5/10 ","314,643","
Approved
| 
                        1h 52min
                    
|
Mystery, 
Thriller
|
1 August 1954 (UK)

 ",tt0047396,"
                        1h 52min
                    ",Rear Window (1954) ,633 user
40,209 critic,"3 July 1991 (USA)

","[<meta content=""R"" itemprop=""contentRating""/>]","
8.5/10 ","741,791","
R
| 
                        2h 17min
                    
|
Action, 
Adventure, 
Sci-Fi
|
3 July 1991 (USA)

 ",tt0103064,"
                        2h 17min
                    ",Terminator 2: Judgment Day (1991) ,981 user
41,352 critic,"6 October 2006 (USA)

","[<meta content=""R"" itemprop=""contentRating""/>]","
8.5/10 ","869,494","
R
| 
                        2h 31min
                    
|
Crime, 
Drama, 
Thriller
|
6 October 2006 (USA)

 ",tt0407887,"
                        2h 31min
                    ",The Departed (2006) ,"2,057 user"
42,193 critic,"28 March 2003 (USA)

","[<meta content=""R"" itemprop=""contentRating""/>]","
8.5/10 ","495,434","
R
| 
                        2h 30min
                    
|
Biography, 
Drama, 
War
|
28 March 2003 (USA)

 ",tt0253474,"
                        2h 30min
                    ",The Pianist (2002) ,761 user
43,197 critic,"3 July 1985 (USA)

","[<meta content=""PG"" itemprop=""contentRating""/>]","
8.5/10 ","728,444","
PG
| 
                        1h 56min
                    
|
Adventure, 
Comedy, 
Sci-Fi
|
3 July 1985 (USA)

 ",tt0088763,"
                        1h 56min
                    ",Back to the Future (1985) ,803 user
44,535 critic,"15 October 2014 (Philippines)

","[<meta content=""R"" itemprop=""contentRating""/>]","
8.5/10 ","394,673","
R
| 
                        1h 47min
                    
|
Drama, 
Music
|
15 October 2014 (Philippines)

 ",tt2582802,"
                        1h 47min
                    ",Whiplash (2014) ,727 user
45,265 critic,"5 May 2000 (USA)

","[<meta content=""R"" itemprop=""contentRating""/>]","
8.5/10 ","978,283","
R
| 
                        2h 35min
                    
|
Action, 
Drama, 
Romance
|
5 May 2000 (USA)

 ",tt0172495,"
                        2h 35min
                    ",Gladiator (2000) ,"2,368 user"
46,274 critic,"25 May 2001 (USA)

","[<meta content=""R"" itemprop=""contentRating""/>]","
8.5/10 ","841,952","
R
| 
                        1h 53min
                    
|
Mystery, 
Thriller
|
25 May 2001 (USA)

 ",tt0209144,"
                        1h 53min
                    ",Memento (2000) ,"2,065 user"
47,261 critic,"15 August 1979 (USA)

","[<meta content=""R"" itemprop=""contentRating""/>]","
8.5/10 ","449,002","
R
| 
                        2h 33min
                    
|
Drama, 
War
|
15 August 1979 (USA)

 ",tt0078788,"
                        2h 33min
                    ",Apocalypse Now (1979) ,982 user
48,340 critic,"20 October 2006 (USA)

","[<meta content=""PG-13"" itemprop=""contentRating""/>]","
8.5/10 ","839,664","
PG-13
| 
                        2h 10min
                    
|
Drama, 
Mystery, 
Sci-Fi
|
20 October 2006 (USA)

 ",tt0482571,"
                        2h 10min
                    ",The Prestige (2006) ,"1,099 user"
49,185 critic,"24 June 1994 (USA)

","[<meta content=""G"" itemprop=""contentRating""/>]","
8.5/10 ","640,769","
G
| 
                        1h 29min
                    
|
Animation, 
Adventure, 
Drama
|
24 June 1994 (USA)

 ",tt0110357,"
                        1h 29min
                    ",The Lion King (1994) ,652 user
50,192 critic,"29 January 1964 (USA)

","[<meta content=""PG"" itemprop=""contentRating""/>]","
8.5/10 ","341,152","
PG
| 
                        1h 35min
                    
|
Comedy
|
29 January 1964 (USA)

 ",tt0057012,"
                        1h 35min
                    ",Dr. Strangelove or: How I Learned to Stop Worrying and Love the Bomb (1964) ,838 user
51,189 critic,"29 September 1950 (Australia)

","[<meta content=""NOT RATED"" itemprop=""contentRating""/>]","
8.5/10 ","138,999","
Not Rated
| 
                        1h 50min
                    
|
Drama, 
Film-Noir, 
Romance
|
29 September 1950 (Australia)

 ",tt0043014,"
                        1h 50min
                    ",Sunset Blvd. (1950) ,453 user
52,390 critic,"22 June 1979 (USA)

","[<meta content=""R"" itemprop=""contentRating""/>]","
8.5/10 ","561,148","
R
| 
                        1h 57min
                    
|
Horror, 
Sci-Fi
|
22 June 1979 (USA)

 ",tt0078748,"
                        1h 57min
                    ",Alien (1979) ,"1,107 user"
53,116 critic,"7 March 1941 (USA)

","[<meta content=""APPROVED"" itemprop=""contentRating""/>]","
8.5/10 ","136,859","
Approved
| 
                        2h 5min
                    
|
Comedy, 
Drama, 
War
|
7 March 1941 (USA)

 ",tt0032553,"
                        2h 5min
                    ",The Great Dictator (1940) ,198 user
54,215 critic,"30 March 2007 (USA)

","[<meta content=""R"" itemprop=""contentRating""/>]","
8.5/10 ","258,236","
R
| 
                        2h 17min
                    
|
Drama, 
Thriller
|
30 March 2007 (USA)

 ",tt0405094,"
                        2h 17min
                    ",The Lives of Others (2006) ,407 user
55,122 critic,"23 February 1990 (USA)

","[<meta content=""R"" itemprop=""contentRating""/>]","
8.5/10 ","151,612","
R
| 
                        2h 35min
                    
|
Drama
|
23 February 1990 (USA)

 ",tt0095765,"
                        2h 35min
                    ",Cinema Paradiso (1988) ,393 user
56,765 critic,"25 December 2012 (USA)

","[<meta content=""R"" itemprop=""contentRating""/>]","
8.5/10 ","949,589","
R
| 
                        2h 45min
                    
|
Drama, 
Western
|
25 December 2012 (USA)

 ",tt1853728,"
                        2h 45min
                    ",Django Unchained (2012) ,"1,194 user"
57,144 critic,"25 October 1957 (West Germany)

","[<meta content=""APPROVED"" itemprop=""contentRating""/>]","
8.5/10 ","120,450","
Approved
| 
                        1h 28min
                    
|
Drama, 
War
|
25 October 1957 (West Germany)

 ",tt0050825,"
                        1h 28min
                    ",Paths of Glory (1957) ,348 user
58,253 critic,"23 May 1980 (USA)

","[<meta content=""R"" itemprop=""contentRating""/>]","
8.4/10 ","607,188","
R
| 
                        2h 26min
                    
|
Drama, 
Horror
|
23 May 1980 (USA)

 ",tt0081505,"
                        2h 26min
                    ",The Shining (1980) ,"1,319 user"
59,159 critic,"16 April 1988 (Japan)

","[<meta content=""UNRATED"" itemprop=""contentRating""/>]","
8.5/10 ","137,448","
Unrated
| 
                        1h 29min
                    
|
Animation, 
Drama, 
War
|
16 April 1988 (Japan)

 ",tt0095327,"
                        1h 29min
                    ",Grave of the Fireflies (1988) ,503 user
60,421 critic,"27 June 2008 (USA)

","[<meta content=""G"" itemprop=""contentRating""/>]","
8.4/10 ","715,085","
G
| 
                        1h 38min
                    
|
Animation, 
Adventure, 
Family
|
27 June 2008 (USA)

 ",tt0910970,"
                        1h 38min
                    ",WALL·E (2008) ,"1,043 user"
61,812 critic,"20 July 2012 (USA)

","[<meta content=""PG-13"" itemprop=""contentRating""/>]","
8.5/10 ","1,138,292","
PG-13
| 
                        2h 44min
                    
|
Action, 
Thriller
|
20 July 2012 (USA)

 ",tt1345836,"
                        2h 44min
                    ",The Dark Knight Rises (2012) ,"2,698 user"
62,176 critic,"1 October 1999 (USA)

","[<meta content=""R"" itemprop=""contentRating""/>]","
8.4/10 ","819,078","
R
| 
                        2h 2min
                    
|
Drama
|
1 October 1999 (USA)

 ",tt0169547,"
                        2h 2min
                    ",American Beauty (1999) ,"2,711 user"
63,249 critic,"18 July 1986 (USA)

","[<meta content=""R"" itemprop=""contentRating""/>]","
8.4/10 ","486,466","
R
| 
                        2h 17min
                    
|
Action, 
Adventure, 
Sci-Fi
|
18 July 1986 (USA)

 ",tt0090605,"
                        2h 17min
                    ",Aliens (1986) ,"1,077 user"
64,173 critic,"12 July 1997 (Japan)

","[<meta content=""PG-13"" itemprop=""contentRating""/>]","
8.4/10 ","220,363","
PG-13
| 
                        2h 14min
                    
|
Animation, 
Adventure, 
Fantasy
|
12 July 1997 (Japan)

 ",tt0119698,"
                        2h 14min
                    ",Princess Mononoke (1997) ,568 user
65,305 critic,"21 November 2003 (South Korea)

","[<meta content=""R"" itemprop=""contentRating""/>]","
8.4/10 ","354,277","
R
| 
                        2h
                    
|
Drama, 
Mystery, 
Thriller
|
21 November 2003 (South Korea)

 ",tt0364569,"
                        2h
                    ",Oldeuboi (2003) ,808 user
66,234 critic,"5 September 1941 (USA)

","[<meta content=""APPROVED"" itemprop=""contentRating""/>]","
8.4/10 ","296,818","
Approved
| 
                        1h 59min
                    
|
Drama, 
Mystery
|
5 September 1941 (USA)

 ",tt0033467,"
                        1h 59min
                    ",Citizen Kane (1941) ,"1,224 user"
67,111 critic,"1 June 1984 (USA)

","[<meta content=""R"" itemprop=""contentRating""/>]","
8.4/10 ","219,992","
R
| 
                        3h 49min
                    
|
Crime, 
Drama
|
1 June 1984 (USA)

 ",tt0087843,"
                        3h 49min
                    ",Once Upon a Time in America (1984) ,495 user
68,202 critic,"26 September 1959 (Japan)

","[<meta content=""APPROVED"" itemprop=""contentRating""/>]","
8.4/10 ","219,488","
Approved
| 
                        2h 16min
                    
|
Action, 
Adventure, 
Crime
|
26 September 1959 (Japan)

 ",tt0053125,"
                        2h 16min
                    ",North by Northwest (1959) ,511 user
69,96 critic,"10 February 1982 (USA)

","[<meta content=""R"" itemprop=""contentRating""/>]","
8.4/10 ","167,547","
R
| 
                        2h 29min
                    
|
Adventure, 
Drama, 
Thriller
|
10 February 1982 (USA)

 ",tt0082096,"
                        2h 29min
                    ",Das Boot (1981) ,426 user
70,194 critic,"21 July 1958 (Brazil)

","[<meta content=""PG"" itemprop=""contentRating""/>]","
8.4/10 ","247,647","
PG
| 
                        2h 8min
                    
|
Mystery, 
Romance, 
Thriller
|
21 July 1958 (Brazil)

 ",tt0052357,"
                        2h 8min
                    ",Vertigo (1958) ,688 user
71,75 critic,"6 February 1958 (USA)

","[<meta content=""APPROVED"" itemprop=""contentRating""/>]","
8.4/10 ","62,760","
Approved
| 
                        1h 56min
                    
|
Crime, 
Drama, 
Mystery
|
6 February 1958 (USA)

 ",tt0051201,"
                        1h 56min
                    ",Witness for the Prosecution (1957) ,202 user
72,197 critic,"25 May 1983 (USA)

","[<meta content=""PG"" itemprop=""contentRating""/>]","
8.4/10 ","678,212","
PG
| 
                        2h 11min
                    
|
Action, 
Adventure, 
Fantasy
|
25 May 1983 (USA)

 ",tt0086190,"
                        2h 11min
                    ",Star Wars: Episode VI - Return of the Jedi (1983) ,647 user
73,193 critic,"31 August 1931 (Sweden)

","[<meta content=""NOT RATED"" itemprop=""contentRating""/>]","
8.4/10 ","98,630","
Not Rated
| 
                        1h 39min
                    
|
Crime, 
Drama, 
Mystery
|
31 August 1931 (Sweden)

 ",tt0022100,"
                        1h 39min
                    ",M (1931) ,287 user
74,173 critic,"2 September 1992 (France)

","[<meta content=""R"" itemprop=""contentRating""/>]","
8.4/10 ","661,430","
R
| 
                        1h 39min
                    
|
Crime, 
Drama, 
Thriller
|
2 September 1992 (France)

 ",tt0105236,"
                        1h 39min
                    ",Reservoir Dogs (1992) ,929 user
75,132 critic,"24 May 1995 (USA)

","[<meta content=""R"" itemprop=""contentRating""/>]","
8.4/10 ","733,626","
R
| 
                        2h 58min
                    
|
Biography, 
Drama, 
History
|
24 May 1995 (USA)

 ",tt0112573,"
                        2h 58min
                    ",Braveheart (1995) ,"1,062 user"
76,242 critic,"8 February 2002 (USA)

","[<meta content=""R"" itemprop=""contentRating""/>]","
8.4/10 ","531,918","
R
| 
                        2h 2min
                    
|
Comedy, 
Romance
|
8 February 2002 (USA)

 ",tt0211915,"
                        2h 2min
                    ",Amélie (2001) ,"1,314 user"
77,233 critic,"15 December 2000 (USA)

","[<meta content=""R"" itemprop=""contentRating""/>]","
8.4/10 ","570,961","
R
| 
                        1h 42min
                    
|
Drama
|
15 December 2000 (USA)

 ",tt0180093,"
                        1h 42min
                    ",Requiem for a Dream (2000) ,"1,913 user"
78,218 critic,"2 February 1972 (USA)

","[<meta content=""X"" itemprop=""contentRating""/>]","
8.4/10 ","555,585","
X
| 
                        2h 16min
                    
|
Crime, 
Drama, 
Sci-Fi
|
2 February 1972 (USA)

 ",tt0066921,"
                        2h 16min
                    ",A Clockwork Orange (1971) ,"1,343 user"
79,208 critic,"8 February 1976 (USA)

","[<meta content=""R"" itemprop=""contentRating""/>]","
8.3/10 ","504,581","
R
| 
                        1h 53min
                    
|
Crime, 
Drama
|
8 February 1976 (USA)

 ",tt0075314,"
                        1h 53min
                    ",Taxi Driver (1976) ,882 user
80,176 critic,"24 April 1944 (USA)

","[<meta content=""PASSED"" itemprop=""contentRating""/>]","
8.4/10 ","97,345","
Passed
| 
                        1h 47min
                    
|
Crime, 
Drama, 
Film-Noir
|
24 April 1944 (USA)

 ",tt0036775,"
                        1h 47min
                    ",Double Indemnity (1944) ,322 user
81,451 critic,"18 June 2010 (USA)

","[<meta content=""G"" itemprop=""contentRating""/>]","
8.3/10 ","541,958","
G
| 
                        1h 43min
                    
|
Animation, 
Adventure, 
Comedy
|
18 June 2010 (USA)

 ",tt0435761,"
                        1h 43min
                    ",Toy Story 3 (2010) ,731 user
82,181 critic,"11 December 1962 (UK)

","[<meta content=""PG"" itemprop=""contentRating""/>]","
8.4/10 ","191,938","
PG
| 
                        3h 36min
                    
|
Adventure, 
Biography, 
Drama
|
11 December 1962 (UK)

 ",tt0056172,"
                        3h 36min
                    ",Lawrence of Arabia (1962) ,558 user
83,127 critic,"16 March 1963 (USA)

","[<meta content=""NOT RATED"" itemprop=""contentRating""/>]","
8.4/10 ","213,982","
Not Rated
| 
                        2h 9min
                    
|
Crime, 
Drama
|
16 March 1963 (USA)

 ",tt0056592,"
                        2h 9min
                    ",To Kill a Mockingbird (1962) ,468 user
84,273 critic,"19 March 2004 (USA)

","[<meta content=""R"" itemprop=""contentRating""/>]","
8.3/10 ","663,915","
R
| 
                        1h 48min
                    
|
Drama, 
Romance, 
Sci-Fi
|
19 March 2004 (USA)

 ",tt0338013,"
                        1h 48min
                    ",Eternal Sunshine of the Spotless Mind (2004) ,"1,512 user"
85,134 critic,"5 April 1985 (USA)

","[<meta content=""R"" itemprop=""contentRating""/>]","
8.3/10 ","269,602","
R
| 
                        2h 40min
                    
|
Biography, 
Drama, 
History
|
5 April 1985 (USA)

 ",tt0086879,"
                        2h 40min
                    ",Amadeus (1984) ,549 user
86,127 critic,"10 July 1987 (USA)

","[<meta content=""R"" itemprop=""contentRating""/>]","
8.3/10 ","482,778","
R
| 
                        1h 56min
                    
|
Drama, 
War
|
10 July 1987 (USA)

 ",tt0093058,"
                        1h 56min
                    ",Full Metal Jacket (1987) ,694 user
87,119 critic,"26 December 1973 (UK)

","[<meta content=""PG"" itemprop=""contentRating""/>]","
8.3/10 ","174,796","
PG
| 
                        2h 9min
                    
|
Comedy, 
Crime, 
Drama
|
26 December 1973 (UK)

 ",tt0070735,"
                        2h 9min
                    ",The Sting (1973) ,251 user
88,284 critic,"15 May 1968 (UK)

","[<meta content=""G"" itemprop=""contentRating""/>]","
8.3/10 ","425,231","
G
| 
                        2h 29min
                    
|
Adventure, 
Mystery, 
Sci-Fi
|
15 May 1968 (UK)

 ",tt0062622,"
                        2h 29min
                    ",2001: A Space Odyssey (1968) ,"1,730 user"
89,143 critic,"13 December 1949 (USA)

","[<meta content=""NOT RATED"" itemprop=""contentRating""/>]","
8.3/10 ","94,016","
Not Rated
| 
                        1h 29min
                    
|
Drama
|
13 December 1949 (USA)

 ",tt0040522,"
                        1h 29min
                    ",Bicycle Thieves (1948) ,227 user
90,169 critic,"11 April 1952 (USA)

","[<meta content=""APPROVED"" itemprop=""contentRating""/>]","
8.3/10 ","149,370","
Approved
| 
                        1h 43min
                    
|
Comedy, 
Musical, 
Romance
|
11 April 1952 (USA)

 ",tt0045152,"
                        1h 43min
                    ",Singin' in the Rain (1952) ,567 user
91,166 critic,"22 November 1995 (USA)

","[<meta content=""G"" itemprop=""contentRating""/>]","
8.3/10 ","620,321","
G
| 
                        1h 21min
                    
|
Animation, 
Adventure, 
Comedy
|
22 November 1995 (USA)

 ",tt0114709,"
                        1h 21min
                    ",Toy Story (1995) ,387 user
